name	particular	image	objectId	price	stack	getdesc	script	intro
Mảnh [Băng Hàn Huyền Thiên Băng Hoả Bội]	350	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Băng Hàn Huyền Thiên Băng Hoả Bội</color>
Mảnh [Sâm Hoang Huyền Thiết Tương Ngọc Bội]	351	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Sâm Hoang Huyền Thiết Tương Ngọc Bội</color>
Mảnh [Thiên Quang Sâm La Thúc Đái]	352	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Thiên Quang Sâm La Thúc Đái</color>
Mảnh [Địa Phách Khấu Tân Trạc]	353	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Địa Phách Khấu Tân Trạc</color>
Mảnh [Địa Phách Hắc Diệm Xung Thiên Liên]	354	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Địa Phách Hắc Diệm Xung Thiên Liên</color>
Mảnh [Thiên Quang Định Tâm Ngưng Thân Phù]	355	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Thiên Quang Định Tâm Ngưng Thân Phù</color>
Mảnh [Địa Phách Tích Lịch Lôi Hỏa Giới]	356	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Địa Phách Tích Lịch Lôi Hỏa Giới</color>
Mảnh [Thiên Quang Thúc Thiên Phược Địa Hoàn]	357	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Thiên Quang Thúc Thiên Phược Địa Hoàn</color>
Mảnh [Chú Phược Xuyên Tâm Độc Uyển]	358	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Chú Phược Xuyên Tâm Độc Uyển</color>
Mảnh [Chú Phược Băng Hỏa Thực Cốt Ngoa]	359	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Chú Phược Băng Hỏa Thực Cốt Ngoa</color>
Mảnh [Chú Phược Phá Giáp Đầu Hoàn]	360	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Chú Phược Phá Giáp Đầu Hoàn</color>
Mảnh [U Lung Thanh Ngô Triền Yêu]	361	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>U Lung Thanh Ngô Triền Yêu</color>
Mảnh [Minh Ảo Hủ Cốt Hộ Uyển]	362	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Minh Ảo Hủ Cốt Hộ Uyển</color>
Mảnh [U Lung Ngân Thềm Hộ Uyển]	363	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>U Lung Ngân Thềm Hộ Uyển</color>
Mảnh [Chú Phược Diệt Lôi Cảnh Phù]	364	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Chú Phược Diệt Lôi Cảnh Phù</color>
Mảnh [Minh Ảo Song Hoàn Xà Hài]	365	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Minh Ảo Song Hoàn Xà Hài</color>
Mảnh [Minh Ảo Độc Yết Chỉ Hoàn]	366	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Minh Ảo Độc Yết Chỉ Hoàn</color>
Mảnh [Chú Phược U Ảo Chỉ Hoàn]	367	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Chú Phược U Ảo Chỉ Hoàn</color>
Mảnh [Vô Gian Thanh Phong Truy Y]	368	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Gian Thanh Phong Truy Y</color>
Mảnh [Vô Ma Tử Khâm Cà Sa]	369	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Ma Tử Khâm Cà Sa</color>
Mảnh [Vô Trần Ngọc Nữ Tố Tâm Quán]	370	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Trần Ngọc Nữ Tố Tâm Quán</color>
Mảnh [Vô Trần Phật Tâm Từ Hữu Yêu Phối]	371	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Trần Phật Tâm Từ Hữu Yêu Phối</color>
Mảnh [Vô Gian Phất Vân Ti Đái]	372	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Gian Phất Vân Ti Đái</color>
Mảnh [Vô Ma Ma Ni Quán]	373	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Ma Ma Ni Quán</color>
Mảnh [Vô Trần Phật Quang Chỉ Hoàn]	374	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Trần Phật Quang Chỉ Hoàn</color>
Mảnh [Vô Trần Thanh Tâm Hướng Thiện Châu]	375	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Trần Thanh Tâm Hướng Thiện Châu</color>
Mảnh [Vô Gian Bạch Ngọc Bàn Chỉ]	376	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Gian Bạch Ngọc Bàn Chỉ</color>
Mảnh [Vô Ma Băng Tinh Chỉ Hoàn]	377	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Ma Băng Tinh Chỉ Hoàn</color>
Mảnh [Vô Trần Từ Bi Ngọc Ban Chỉ Hoàn]	378	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vô Trần Từ Bi Ngọc Ban Chỉ Hoàn</color>
Mảnh [Tê Hoàng Tuệ Tâm Kinh Sa Y]	379	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Tê Hoàng Tuệ Tâm Kinh Sa Y</color>
Mảnh [Tê Hoàng Băng Tuyết Bạch Vân Thúc Đái]	380	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Tê Hoàng Băng Tuyết Bạch Vân Thúc Đái</color>
Mảnh [Bích Hải Hồng Lăng Ba]	381	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Bích Hải Hồng Lăng Ba</color>
Mảnh [Tê Hoàng Thúy Ngọc Chỉ Hoàn]	382	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Tê Hoàng Thúy Ngọc Chỉ Hoàn</color>
Mảnh [Bích Hải Hoàn Châu Vũ Liên]	383	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Bích Hải Hoàn Châu Vũ Liên</color>
Mảnh [Bích Hải Khiên Tế Chỉ Hoàn]	384	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Bích Hải Khiên Tế Chỉ Hoàn</color>
Mảnh [Tê Hoàng Băng Tung Cẩm Uyển]	385	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Tê Hoàng Băng Tung Cẩm Uyển</color>
Mảnh [Đồng Cừu Giáng Long Cái Y]	386	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Đồng Cừu Giáng Long Cái Y</color>
Mảnh [Đồng Cừu Tiềm Long Yêu Đái]	387	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Đồng Cừu Tiềm Long Yêu Đái</color>
Mảnh [Địch Khái Cửu Đại Cái Y]	388	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Địch Khái Cửu Đại Cái Y</color>
Mảnh [Địch Khái Cẩu Tích Bì Hộ Uyển]	389	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Địch Khái Cẩu Tích Bì Hộ Uyển</color>
Mảnh [Đồng Cừu Kiến Long Ban Chỉ]	390	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Đồng Cừu Kiến Long Ban Chỉ</color>
Mảnh [Địch Khái Thảo Gian Thạch Giới]	391	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Địch Khái Thảo Gian Thạch Giới</color>
Mảnh [Ma Hoàng Kim Giáp Khôi]	392	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Hoàng Kim Giáp Khôi</color>
Mảnh [Ma Hoàng Đăng Đạp Ngoa]	393	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Hoàng Đăng Đạp Ngoa</color>
Mảnh [Ma Hoàng Khê Cốc Thúc Yêu Đái]	394	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Hoàng Khê Cốc Thúc Yêu Đái</color>
Mảnh [Ma Thị Sơn Hải Phi Hồng Lý]	395	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Thị Sơn Hải Phi Hồng Lý</color>
Mảnh [Ma Thị Huyết Ngọc Thất Sát Bội]	396	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Thị Huyết Ngọc Thất Sát Bội</color>
Mảnh [Ma Sát Xích Ký Tỏa Yêu Khấu]	397	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Sát Xích Ký Tỏa Yêu Khấu</color>
Mảnh [Ma Hoàng Huyết Y Thú Trạc]	398	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Hoàng Huyết Y Thú Trạc</color>
Mảnh [Ma Sát Tàn Dương Ảnh Huyết Giáp]	399	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Sát Tàn Dương Ảnh Huyết Giáp</color>
Mảnh [Ma Thị Lệ Ma Phệ Tâm Liên]	400	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Thị Lệ Ma Phệ Tâm Liên</color>
Mảnh [Ma Hoàng Án Xuất Hổ Hạng Khuyên]	401	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Hoàng Án Xuất Hổ Hạng Khuyên</color>
Mảnh [Ma Sát Vân Long Thổ Châu Giới]	402	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Ma Sát Vân Long Thổ Châu Giới</color>
Mảnh [Lăng Nhạc Nội Lôi Giới]	403	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Lăng Nhạc Nội Lôi Giới</color>
Mảnh [Lăng Nhạc Vô Ngã Đạo Bào]	404	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Lăng Nhạc Vô Ngã Đạo Bào</color>
Mảnh [Cập Phong Thúy Ngọc Huyền Hoàng Bội]	405	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Cập Phong Thúy Ngọc Huyền Hoàng Bội</color>
Mảnh [Cập Phong Huyền Ti Tam Đoạn Cẩm]	406	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Cập Phong Huyền Ti Tam Đoạn Cẩm</color>
Mảnh [Lăng Nhạc Thiên Địa Huyền Hoàng Giới]	407	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Lăng Nhạc Thiên Địa Huyền Hoàng Giới</color>
Mảnh [Cập Phong Thanh Tùng Pháp Giới]	408	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Cập Phong Thanh Tùng Pháp Giới</color>
Mảnh [Lôi Khung Phong Lôi Thanh Cẩm Đái]	409	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Lôi Khung Phong Lôi Thanh Cẩm Đái</color>
Mảnh [Sương Tinh Ngạo Thiên Đạo Bào]	410	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Sương Tinh Ngạo Thiên Đạo Bào</color>
Mảnh [Vụ Ảo Bắc Minh Đạo Quán]	411	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vụ Ảo Bắc Minh Đạo Quán</color>
Mảnh [Sương Tinh Thanh Phong Lũ Đái]	412	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Sương Tinh Thanh Phong Lũ Đái</color>
Mảnh [Vụ Ảo Thanh Ảnh Huyền Ngọc Bội]	413	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vụ Ảo Thanh Ảnh Huyền Ngọc Bội</color>
Mảnh [Vụ Ảo Tung Phong Tuyết Ảnh Ngoa]	414	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vụ Ảo Tung Phong Tuyết Ảnh Ngoa</color>
Mảnh [Vụ Ảo Thúc Tâm Chỉ Hoàn]	415	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vụ Ảo Thúc Tâm Chỉ Hoàn</color>
Mảnh [Lôi Khung Cửu Thiên Dẫn Lôi Giới]	416	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Lôi Khung Cửu Thiên Dẫn Lôi Giới</color>
Mảnh [Sương Tinh Phong Bạo Chỉ Hoàn]	417	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Sương Tinh Phong Bạo Chỉ Hoàn</color>
Mảnh [Lôi Khung Thiên Địa Hộ Phù]	418	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Lôi Khung Thiên Địa Hộ Phù</color>
Mảnh [Vụ Ảo Ki Bán Phù Chú]	419	\spr\item\manh.an.bang.spr	347	0	999			Mảnh trang bị Hoàng kim. Chỉ cần thu thập đủ bộ 6 mảnh, mang đến Thợ Tèn Thần Bí ở Lâm An để hợp thành món trang bị \n<#ffff00>Vụ Ảo Ki Bán Phù Chú</color>
Huyền Tinh Khoáng Thạch (Cấp 7)	420	\spr\item\huyen.tinh.khoang.thach.spr	425	0	999			Là 1 trong những nguyên liệu quan trọng để kích hoạt trang bị màu xanh, khảm nạm, chế tạo Trang bị Huyền Tinh và trang bị Hoàng Kim.
Huyền Tinh Khoáng Thạch (Cấp 8)	421	\spr\item\huyen.tinh.khoang.thach.spr	425	0	999			Là 1 trong những nguyên liệu quan trọng để kích hoạt trang bị màu xanh, khảm nạm, chế tạo Trang bị Huyền Tinh và trang bị Hoàng Kim.
Tàng Phổ Thiếu Lâm	422	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Thiên Vương	423	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Đường Môn	424	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Ngũ Độc	425	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Nga My	426	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Thúy Yên	427	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Cái Bang	428	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Thiên Nhẫn	429	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Võ Đang	430	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Côn Lôn	431	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Chứa nội dung đồ phổ, ghi chép phương pháp chế tạo mảnh trang bị Trấn phái Hoàng kim
Tàng Phổ Môn Phái	432	\spr\item\tang.pho.mon.phai.spr	412	0	999		\script\item\tang.pho.mon.phai.lua	Sử dụng có thể chọn một Tàng Phổ của môn phái chỉ định
Tống Kim Nội Lôi hoàn	433	\spr\item\medecine\obj-potion15.spr	19	1	999		\script\item\tong.kim.ho.tro.lua	Nội trong 3 phút, Lôi sát nội công: +100 điểm
Tống Kim Nội Hỏa hoàn	434	\spr\item\medecine\obj-potion15.spr	19	1	999		\script\item\tong.kim.ho.tro.lua	Nội trong 3 phút, Hỏa sát nội công: +100 điểm
Tống Kim Nội Băng hoàn	435	\spr\item\medecine\obj-potion15.spr	19	1	999		\script\item\tong.kim.ho.tro.lua	Nội trong 3 phút, Băng sát nội công: +100 điểm
Tống Kim Nội Độc hoàn	436	\spr\item\medecine\obj-potion15.spr	19	1	999		\script\item\tong.kim.ho.tro.lua	Nội trong 3 phút, Độc sát nội công: +50 điểm
Tống Kim Nội Phổ hoàn	437	\spr\item\medecine\obj-potion15.spr	19	1	999		\script\item\tong.kim.ho.tro.lua	Nội trong 3 phút, Sát thương vật lý nội công: +100 điểm
